location,latitude,longitude,pm2_5,pm10,no2,co,so2,o3,timestamp,temperature,humidity,wind_speed,wind_direction,hour,day
Jammu and Kashmir,34.0837,74.7973,28,35,7,281,30,61,2026-03-29 12:18:08.508817,29,89,2.7230759890995606,266,12,29
Hyderabad,17.385,78.4867,23,93,35,166,23,38,2026-03-29 12:18:08.511021,31,84,5.693922491242732,165,12,29
Bangalore,12.9716,77.5946,103,97,13,202,9,44,2026-03-29 12:18:08.512650,39,82,7.100914860184797,339,12,29
Visakhapatnam,17.6868,83.2185,24,69,49,297,23,50,2026-03-29 13:18:08.505372,25,53,6.1002556385472415,155,13,29
Mumbai,19.076,72.8777,23,138,41,244,20,10,2026-03-29 13:18:08.506338,30,44,3.732481091829402,139,13,29
Delhi,28.7041,77.1025,91,70,6,305,28,41,2026-03-29 13:18:08.507737,31,63,4.804628567149247,268,13,29
Jammu and Kashmir,34.0837,74.7973,111,62,22,276,23,76,2026-03-29 13:18:08.508810,23,54,4.938929349689662,248,13,29
Hyderabad,17.385,78.4867,39,76,32,222,15,76,2026-03-29 13:18:08.511014,36,75,6.719455078447384,153,13,29
Bangalore,12.9716,77.5946,69,99,19,335,25,17,2026-03-29 13:18:08.512644,25,75,4.584892627071373,321,13,29
Visakhapatnam,17.6868,83.2185,109,110,37,322,6,66,2026-03-29 14:18:08.505368,27,72,2.791432937631832,344,14,29
Mumbai,19.076,72.8777,34,82,39,288,7,52,2026-03-29 14:18:08.506334,39,41,8.920120636090736,325,14,29
Delhi,28.7041,77.1025,29,94,48,170,12,61,2026-03-29 14:18:08.507734,39,84,7.47267975358772,248,14,29
Jammu and Kashmir,34.0837,74.7973,22,72,35,185,28,15,2026-03-29 14:18:08.508803,30,85,1.150102753791413,41,14,29
Hyderabad,17.385,78.4867,67,32,25,285,11,61,2026-03-29 14:18:08.511008,27,56,8.116155148652823,184,14,29
Bangalore,12.9716,77.5946,31,133,17,111,8,35,2026-03-29 14:18:08.512638,35,85,3.473192479166688,109,14,29
Visakhapatnam,17.6868,83.2185,62,148,21,295,16,60,2026-03-29 15:18:08.505364,20,85,8.5920211160396,342,15,29
Mumbai,19.076,72.8777,70,73,23,297,18,70,2026-03-29 15:18:08.506330,37,48,4.245547036750882,122,15,29
Delhi,28.7041,77.1025,85,63,17,182,10,35,2026-03-29 15:18:08.507730,33,46,2.949355757241686,95,15,29
Jammu and Kashmir,34.0837,74.7973,108,50,17,385,24,80,2026-03-29 15:18:08.508796,27,59,5.50984980646895,29,15,29
Hyderabad,17.385,78.4867,40,82,46,375,9,65,2026-03-29 15:18:08.511001,36,45,1.462324223560031,304,15,29
Bangalore,12.9716,77.5946,118,107,25,210,26,46,2026-03-29 15:18:08.512632,35,77,7.372828396708108,277,15,29
Visakhapatnam,17.6868,83.2185,83,142,50,299,6,51,2026-03-29 16:18:08.505361,40,58,3.575773650829852,42,16,29
Mumbai,19.076,72.8777,28,81,21,162,2,18,2026-03-29 16:18:08.506327,37,56,3.8978427229519,219,16,29
Delhi,28.7041,77.1025,61,78,15,196,28,73,2026-03-29 16:18:08.507726,38,50,9.746232912201355,123,16,29
Jammu and Kashmir,34.0837,74.7973,112,139,12,230,10,38,2026-03-29 16:18:08.508787,38,76,6.261221781239093,260,16,29
Hyderabad,17.385,78.4867,34,60,39,303,9,11,2026-03-29 16:18:08.510995,29,49,4.955950925864784,298,16,29
Bangalore,12.9716,77.5946,42,38,25,126,11,38,2026-03-29 16:18:08.512626,29,68,6.802933805799669,304,16,29
Visakhapatnam,17.6868,83.2185,86,141,48,391,20,33,2026-03-29 17:18:08.505357,29,74,9.413650543345051,30,17,29
Mumbai,19.076,72.8777,102,46,20,398,13,32,2026-03-29 17:18:08.506323,22,83,7.587733571171897,324,17,29
Delhi,28.7041,77.1025,49,132,34,293,21,24,2026-03-29 17:18:08.507723,30,65,7.503698960387753,124,17,29
Jammu and Kashmir,34.0837,74.7973,83,105,12,320,26,17,2026-03-29 17:18:08.508780,34,79,1.3514248678886982,355,17,29
Hyderabad,17.385,78.4867,101,79,9,290,27,53,2026-03-29 17:18:08.510988,27,82,1.4099099653853784,120,17,29
Bangalore,12.9716,77.5946,79,74,16,365,29,11,2026-03-29 17:18:08.512619,34,58,4.9479605864856495,98,17,29
Visakhapatnam,17.6868,83.2185,33,35,8,231,19,33,2026-03-29 18:18:08.505351,32,72,5.384343577506472,239,18,29
Mumbai,19.076,72.8777,93,57,9,207,22,19,2026-03-29 18:18:08.506320,40,67,6.041682514360336,144,18,29
Delhi,28.7041,77.1025,45,130,35,185,17,60,2026-03-29 18:18:08.507719,37,53,3.243332888385399,26,18,29
Jammu and Kashmir,34.0837,74.7973,80,54,34,154,22,25,2026-03-29 18:18:08.508769,31,57,3.8729227028663287,349,18,29
Hyderabad,17.385,78.4867,26,33,38,370,19,39,2026-03-29 18:18:08.510981,25,56,7.014172050239262,315,18,29
Bangalore,12.9716,77.5946,88,55,49,237,6,47,2026-03-29 18:18:08.512613,33,82,4.7639488182202925,141,18,29
Visakhapatnam,17.6868,83.2185,103,106,37,265,25,46,2026-03-29 19:18:08.505345,20,51,3.104745511792534,140,19,29
Mumbai,19.076,72.8777,49,122,46,116,21,14,2026-03-29 19:18:08.506316,21,82,5.641227772461713,326,19,29
Delhi,28.7041,77.1025,94,48,16,369,12,26,2026-03-29 19:18:08.507715,23,43,8.972495568690922,201,19,29
Jammu and Kashmir,34.0837,74.7973,65,100,23,392,2,29,2026-03-29 19:18:08.508762,22,40,7.427756615929938,39,19,29
Hyderabad,17.385,78.4867,99,116,43,391,25,45,2026-03-29 19:18:08.510974,26,85,5.681610351419187,148,19,29
Bangalore,12.9716,77.5946,38,103,27,241,8,55,2026-03-29 19:18:08.512607,39,76,5.176927463652417,38,19,29
Visakhapatnam,17.6868,83.2185,39,104,26,216,5,41,2026-03-29 20:18:08.505339,31,51,5.306334610310365,278,20,29
Mumbai,19.076,72.8777,24,31,39,291,10,24,2026-03-29 20:18:08.506313,38,68,3.506123846130802,46,20,29
Delhi,28.7041,77.1025,110,62,35,126,2,65,2026-03-29 20:18:08.507712,29,47,1.171767074851167,163,20,29
Jammu and Kashmir,34.0837,74.7973,75,61,38,139,18,73,2026-03-29 20:18:08.508756,39,62,4.466244569675629,111,20,29
Hyderabad,17.385,78.4867,35,129,22,363,23,21,2026-03-29 20:18:08.510967,26,41,1.1783020268966826,96,20,29
Bangalore,12.9716,77.5946,26,43,19,297,7,45,2026-03-29 20:18:08.512600,34,81,1.0241714187066946,86,20,29
Visakhapatnam,17.6868,83.2185,89,57,16,133,13,62,2026-03-29 21:18:08.505334,36,71,2.229054470165353,175,21,29
Mumbai,19.076,72.8777,107,62,40,173,9,31,2026-03-29 21:18:08.506309,26,71,1.0887899074477474,247,21,29
Delhi,28.7041,77.1025,68,117,14,390,23,23,2026-03-29 21:18:08.507706,21,65,3.814706851670485,75,21,29
Jammu and Kashmir,34.0837,74.7973,68,57,17,223,27,66,2026-03-29 21:18:08.508749,36,48,5.36348244936862,233,21,29
Hyderabad,17.385,78.4867,116,117,21,204,29,20,2026-03-29 21:18:08.510960,33,71,7.130844297362947,160,21,29
Bangalore,12.9716,77.5946,98,124,50,309,12,48,2026-03-29 21:18:08.512593,34,57,1.4072270162452476,324,21,29
Visakhapatnam,17.6868,83.2185,94,75,13,383,10,70,2026-03-29 22:18:08.505330,38,66,6.675387640236701,272,22,29
Mumbai,19.076,72.8777,52,127,10,103,22,58,2026-03-29 22:18:08.506306,25,89,7.619251558083328,125,22,29
Delhi,28.7041,77.1025,81,52,6,100,18,30,2026-03-29 22:18:08.507700,26,67,3.084065927762605,24,22,29
Jammu and Kashmir,34.0837,74.7973,110,105,12,100,4,14,2026-03-29 22:18:08.508742,39,83,1.568547581702746,9,22,29
Hyderabad,17.385,78.4867,22,55,32,177,6,67,2026-03-29 22:18:08.510953,30,59,2.197655610531245,225,22,29
Bangalore,12.9716,77.5946,90,144,49,171,9,32,2026-03-29 22:18:08.512586,20,68,6.326065955577133,64,22,29
Visakhapatnam,17.6868,83.2185,44,100,19,222,12,15,2026-03-29 23:18:08.505326,26,66,2.499233790959829,315,23,29
Mumbai,19.076,72.8777,67,36,39,178,10,52,2026-03-29 23:18:08.506302,36,74,6.207154701829247,77,23,29
Delhi,28.7041,77.1025,41,136,48,287,14,20,2026-03-29 23:18:08.507693,20,44,7.131909495855986,214,23,29
Jammu and Kashmir,34.0837,74.7973,76,149,38,186,4,20,2026-03-29 23:18:08.508735,35,41,6.252664118473247,323,23,29
Hyderabad,17.385,78.4867,34,131,47,136,23,56,2026-03-29 23:18:08.510947,35,40,1.5297255607159128,14,23,29
Bangalore,12.9716,77.5946,113,30,20,229,22,47,2026-03-29 23:18:08.512579,35,50,7.89450544470812,274,23,29
Visakhapatnam,17.6868,83.2185,85,98,38,306,12,47,2026-03-30 00:18:08.505323,22,45,7.87747254669098,87,0,30
Mumbai,19.076,72.8777,95,145,26,178,20,59,2026-03-30 00:18:08.506298,40,68,2.65173016015812,29,0,30
Delhi,28.7041,77.1025,74,68,50,339,7,48,2026-03-30 00:18:08.507689,27,82,4.115713811086319,80,0,30
Jammu and Kashmir,34.0837,74.7973,84,133,11,200,29,49,2026-03-30 00:18:08.508729,22,72,9.173896633168464,31,0,30
Hyderabad,17.385,78.4867,80,109,39,115,21,51,2026-03-30 00:18:08.510938,30,67,9.389669240624816,219,0,30
Bangalore,12.9716,77.5946,42,109,8,235,6,18,2026-03-30 00:18:08.512572,28,76,3.67255155630037,244,0,30
Visakhapatnam,17.6868,83.2185,98,36,5,159,27,22,2026-03-30 01:18:08.505319,30,74,4.791260049506921,263,1,30
Mumbai,19.076,72.8777,117,111,46,121,18,68,2026-03-30 01:18:08.506285,22,40,2.115474653551975,18,1,30
Delhi,28.7041,77.1025,86,127,12,291,8,54,2026-03-30 01:18:08.507686,40,88,4.617094843729985,158,1,30
Jammu and Kashmir,34.0837,74.7973,107,60,29,152,22,25,2026-03-30 01:18:08.508722,25,75,7.833205386261842,174,1,30
Hyderabad,17.385,78.4867,56,44,23,316,12,15,2026-03-30 01:18:08.510932,27,74,9.237951665825513,346,1,30
Bangalore,12.9716,77.5946,117,143,43,273,12,45,2026-03-30 01:18:08.512565,36,69,4.985154261743324,91,1,30
Visakhapatnam,17.6868,83.2185,70,57,6,371,27,49,2026-03-30 02:18:08.505316,30,84,3.89055394835869,187,2,30
Mumbai,19.076,72.8777,65,51,41,397,19,74,2026-03-30 02:18:08.506282,26,63,5.416854525960754,66,2,30
Delhi,28.7041,77.1025,111,137,43,156,28,67,2026-03-30 02:18:08.507682,31,51,5.564125364337976,74,2,30
Jammu and Kashmir,34.0837,74.7973,101,91,37,272,3,45,2026-03-30 02:18:08.508716,24,46,3.95587439314523,96,2,30
Hyderabad,17.385,78.4867,64,100,23,247,22,29,2026-03-30 02:18:08.510925,23,62,8.654387067033053,48,2,30
Bangalore,12.9716,77.5946,120,149,18,281,13,57,2026-03-30 02:18:08.512558,31,50,4.022064596138435,123,2,30
Visakhapatnam,17.6868,83.2185,79,37,30,201,10,47,2026-03-30 03:18:08.505312,39,71,7.276109065948304,185,3,30
Mumbai,19.076,72.8777,45,108,34,145,21,43,2026-03-30 03:18:08.506278,24,90,4.1742507057088485,117,3,30
Delhi,28.7041,77.1025,39,116,28,128,24,32,2026-03-30 03:18:08.507679,33,74,4.459978849642262,87,3,30
Jammu and Kashmir,34.0837,74.7973,80,126,49,162,14,47,2026-03-30 03:18:08.508710,30,82,4.9267600804015785,292,3,30
Hyderabad,17.385,78.4867,78,84,35,377,22,43,2026-03-30 03:18:08.510919,23,40,7.168276023040451,89,3,30
Bangalore,12.9716,77.5946,113,121,45,176,7,10,2026-03-30 03:18:08.512551,37,55,9.48291940050716,359,3,30
Visakhapatnam,17.6868,83.2185,77,43,7,228,11,70,2026-03-30 04:18:08.505308,36,51,1.4516712404878829,236,4,30
Mumbai,19.076,72.8777,115,78,28,255,29,29,2026-03-30 04:18:08.506275,34,53,3.70237119663022,235,4,30
Delhi,28.7041,77.1025,26,78,19,203,22,69,2026-03-30 04:18:08.507675,20,61,3.556892946922627,279,4,30
Jammu and Kashmir,34.0837,74.7973,95,37,10,399,23,59,2026-03-30 04:18:08.508705,40,49,6.709244444576205,237,4,30
Hyderabad,17.385,78.4867,73,108,30,378,17,44,2026-03-30 04:18:08.510912,27,49,2.602720537956748,7,4,30
Bangalore,12.9716,77.5946,75,55,10,281,8,18,2026-03-30 04:18:08.512540,34,43,6.294921072205399,205,4,30
Visakhapatnam,17.6868,83.2185,25,136,31,314,7,63,2026-03-30 05:18:08.505305,30,40,1.574795722101815,209,5,30
Mumbai,19.076,72.8777,102,140,6,240,19,56,2026-03-30 05:18:08.506271,34,52,8.451978752807028,301,5,30
Delhi,28.7041,77.1025,54,44,6,336,8,33,2026-03-30 05:18:08.507672,36,86,5.641687201400851,269,5,30
Jammu and Kashmir,34.0837,74.7973,25,119,44,395,2,62,2026-03-30 05:18:08.508699,26,58,3.548754758670187,344,5,30
Hyderabad,17.385,78.4867,53,77,36,154,23,60,2026-03-30 05:18:08.510905,38,67,1.9432935857322415,349,5,30
Bangalore,12.9716,77.5946,52,47,41,205,29,41,2026-03-30 05:18:08.512534,35,74,4.139170795459879,297,5,30
Visakhapatnam,17.6868,83.2185,109,66,25,320,28,15,2026-03-30 06:18:08.505302,26,87,1.8429998129484335,109,6,30
Mumbai,19.076,72.8777,83,122,8,151,10,68,2026-03-30 06:18:08.506268,28,57,1.9792594710373688,299,6,30
Delhi,28.7041,77.1025,86,91,11,254,8,50,2026-03-30 06:18:08.507668,31,70,6.694897095511419,283,6,30
Jammu and Kashmir,34.0837,74.7973,60,137,7,362,15,37,2026-03-30 06:18:08.508692,36,61,2.39734012534074,271,6,30
Hyderabad,17.385,78.4867,94,100,50,271,11,74,2026-03-30 06:18:08.510899,24,71,5.581325618142917,70,6,30
Bangalore,12.9716,77.5946,71,149,14,353,18,18,2026-03-30 06:18:08.512525,26,89,1.04579627737877,180,6,30
Visakhapatnam,17.6868,83.2185,43,120,35,234,30,72,2026-03-30 07:18:08.505298,22,54,5.494047135495353,18,7,30
Mumbai,19.076,72.8777,117,60,39,325,15,12,2026-03-30 07:18:08.506264,32,90,3.047736003116108,255,7,30
Delhi,28.7041,77.1025,21,53,28,290,20,37,2026-03-30 07:18:08.507663,37,87,1.1534100875252828,171,7,30
Jammu and Kashmir,34.0837,74.7973,31,80,28,313,15,29,2026-03-30 07:18:08.508685,38,41,9.096794389746885,353,7,30
Hyderabad,17.385,78.4867,109,109,26,334,25,39,2026-03-30 07:18:08.510893,27,53,8.888584393215908,233,7,30
Bangalore,12.9716,77.5946,95,64,13,170,9,20,2026-03-30 07:18:08.512518,35,79,5.8876887304496766,152,7,30
Visakhapatnam,17.6868,83.2185,38,135,13,316,28,26,2026-03-30 08:18:08.505295,37,67,1.5652763497874371,21,8,30
Mumbai,19.076,72.8777,72,100,16,125,8,38,2026-03-30 08:18:08.506261,20,52,5.585088313214289,164,8,30
Delhi,28.7041,77.1025,35,38,28,213,16,14,2026-03-30 08:18:08.507658,29,41,2.134479817364885,132,8,30
Jammu and Kashmir,34.0837,74.7973,77,134,40,314,28,46,2026-03-30 08:18:08.508678,36,47,4.755243242257752,145,8,30
Hyderabad,17.385,78.4867,35,131,11,242,29,55,2026-03-30 08:18:08.510888,20,67,7.026504036342307,257,8,30
Bangalore,12.9716,77.5946,52,125,44,187,20,27,2026-03-30 08:18:08.512511,25,89,1.3802914630734548,130,8,30
Visakhapatnam,17.6868,83.2185,111,60,48,111,3,33,2026-03-30 09:18:08.505291,25,78,6.695777550914795,202,9,30
Mumbai,19.076,72.8777,52,78,14,370,5,12,2026-03-30 09:18:08.506256,30,69,6.710717354920394,209,9,30
Delhi,28.7041,77.1025,76,115,10,117,4,77,2026-03-30 09:18:08.507655,29,40,4.613973744644206,344,9,30
Jammu and Kashmir,34.0837,74.7973,106,122,46,174,12,74,2026-03-30 09:18:08.508671,25,73,9.38770126851537,223,9,30
Hyderabad,17.385,78.4867,94,81,8,304,9,18,2026-03-30 09:18:08.510882,33,67,3.4908108359037358,340,9,30
Bangalore,12.9716,77.5946,77,79,17,132,16,61,2026-03-30 09:18:08.512504,39,64,1.807693672842256,274,9,30
Visakhapatnam,17.6868,83.2185,84,136,24,335,21,35,2026-03-30 10:18:08.505287,40,58,2.4309714302824665,103,10,30
Mumbai,19.076,72.8777,115,82,15,356,24,43,2026-03-30 10:18:08.506249,39,59,7.249110424180178,161,10,30
Delhi,28.7041,77.1025,70,101,21,390,20,71,2026-03-30 10:18:08.507651,34,82,6.88053993956772,58,10,30
Jammu and Kashmir,34.0837,74.7973,52,49,27,163,21,56,2026-03-30 10:18:08.508642,25,63,4.424613277903166,184,10,30
Hyderabad,17.385,78.4867,33,123,27,291,12,36,2026-03-30 10:18:08.510877,36,60,4.338110319231188,352,10,30
Bangalore,12.9716,77.5946,28,46,43,140,9,74,2026-03-30 10:18:08.512498,31,73,6.016166033585664,66,10,30
Visakhapatnam,17.6868,83.2185,77,111,7,140,25,79,2026-03-30 11:18:08.505283,36,71,5.082551314047985,206,11,30
Mumbai,19.076,72.8777,66,99,6,191,13,18,2026-03-30 11:18:08.506244,24,46,2.350801180389458,123,11,30
Delhi,28.7041,77.1025,25,66,39,393,4,55,2026-03-30 11:18:08.507648,25,73,1.7801951333918995,344,11,30
Jammu and Kashmir,34.0837,74.7973,79,71,25,176,29,11,2026-03-30 11:18:08.508612,22,85,1.3510693988227898,337,11,30
Hyderabad,17.385,78.4867,24,55,13,204,26,68,2026-03-30 11:18:08.510870,36,62,2.5104551644837807,82,11,30
Bangalore,12.9716,77.5946,63,113,49,243,13,19,2026-03-30 11:18:08.512491,40,84,6.689772582048031,239,11,30
Visakhapatnam,17.6868,83.2185,50,60,32,304,7,78,2026-03-30 12:18:08.505280,23,42,1.3914302324029264,267,12,30
Mumbai,19.076,72.8777,89,132,47,392,16,30,2026-03-30 12:18:08.506238,33,60,5.913609008097954,155,12,30
Delhi,28.7041,77.1025,34,64,21,307,20,11,2026-03-30 12:18:08.507645,35,63,6.10276695340548,146,12,30
Jammu and Kashmir,34.0837,74.7973,70,80,8,279,19,65,2026-03-30 12:18:08.508607,36,63,9.541778624063015,69,12,30
Hyderabad,17.385,78.4867,78,104,47,248,23,29,2026-03-30 12:18:08.510864,37,80,9.801960665764677,123,12,30
Bangalore,12.9716,77.5946,105,110,21,339,28,53,2026-03-30 12:18:08.512485,26,63,4.727542500572513,275,12,30
Visakhapatnam,17.6868,83.2185,91,52,18,311,10,73,2026-03-30 13:18:08.505277,21,49,4.666083287109447,291,13,30
Mumbai,19.076,72.8777,55,111,20,206,7,33,2026-03-30 13:18:08.506233,21,89,8.734539799407681,323,13,30
Delhi,28.7041,77.1025,77,96,49,174,15,56,2026-03-30 13:18:08.507641,25,40,7.571650817592305,331,13,30
Jammu and Kashmir,34.0837,74.7973,80,115,50,304,8,38,2026-03-30 13:18:08.508599,39,52,3.7532759503037054,323,13,30
Hyderabad,17.385,78.4867,49,44,34,358,17,46,2026-03-30 13:18:08.510858,31,78,9.328584387640706,93,13,30
Bangalore,12.9716,77.5946,48,120,22,399,21,10,2026-03-30 13:18:08.512468,32,59,7.96379402480132,241,13,30
Visakhapatnam,17.6868,83.2185,33,111,38,243,29,65,2026-03-30 14:18:08.505273,25,53,1.2602151774886248,325,14,30
Mumbai,19.076,72.8777,74,126,30,260,17,32,2026-03-30 14:18:08.506230,37,51,8.266763653918908,6,14,30
Delhi,28.7041,77.1025,63,55,19,194,14,18,2026-03-30 14:18:08.507638,38,84,1.157133539953998,356,14,30
Jammu and Kashmir,34.0837,74.7973,101,115,29,295,12,32,2026-03-30 14:18:08.508593,23,63,6.005823617520027,136,14,30
Hyderabad,17.385,78.4867,72,92,26,137,14,63,2026-03-30 14:18:08.510851,38,57,1.952990417779745,150,14,30
Bangalore,12.9716,77.5946,77,148,37,341,2,22,2026-03-30 14:18:08.512462,33,48,4.978882088428973,295,14,30
Visakhapatnam,17.6868,83.2185,57,139,18,359,12,57,2026-03-30 15:18:08.505269,22,87,7.312796780866694,273,15,30
Mumbai,19.076,72.8777,26,86,20,235,23,63,2026-03-30 15:18:08.506226,33,50,5.3472599378093815,222,15,30
Delhi,28.7041,77.1025,67,118,5,155,7,15,2026-03-30 15:18:08.507634,34,52,3.3680166617689062,26,15,30
Jammu and Kashmir,34.0837,74.7973,117,37,34,225,12,12,2026-03-30 15:18:08.508586,21,47,5.267387364591754,26,15,30
Hyderabad,17.385,78.4867,69,34,29,380,15,47,2026-03-30 15:18:08.510844,29,60,6.276597101219997,354,15,30
Bangalore,12.9716,77.5946,22,121,9,281,28,75,2026-03-30 15:18:08.512456,37,88,1.2089289337315223,37,15,30
Visakhapatnam,17.6868,83.2185,33,128,45,360,15,28,2026-03-30 16:18:08.505266,32,68,5.584094512512566,297,16,30
Mumbai,19.076,72.8777,106,54,38,195,9,41,2026-03-30 16:18:08.506223,27,45,2.800975376031329,357,16,30
Delhi,28.7041,77.1025,34,132,47,342,23,73,2026-03-30 16:18:08.507631,30,77,6.898460399008745,163,16,30
Jammu and Kashmir,34.0837,74.7973,29,59,33,149,5,53,2026-03-30 16:18:08.508580,24,64,2.227095644551108,99,16,30
Hyderabad,17.385,78.4867,20,43,27,356,28,47,2026-03-30 16:18:08.510837,21,73,3.2482510140927894,140,16,30
Bangalore,12.9716,77.5946,100,44,24,183,3,25,2026-03-30 16:18:08.512450,21,40,3.15159835212712,176,16,30
Visakhapatnam,17.6868,83.2185,39,101,35,208,16,30,2026-03-30 17:18:08.505262,33,58,5.385424330416924,158,17,30
Mumbai,19.076,72.8777,49,148,28,289,21,50,2026-03-30 17:18:08.506219,36,57,4.294562833531279,335,17,30
Delhi,28.7041,77.1025,49,129,16,138,6,53,2026-03-30 17:18:08.507627,32,67,3.4992512571361263,41,17,30
Jammu and Kashmir,34.0837,74.7973,87,80,49,177,29,79,2026-03-30 17:18:08.508574,37,62,1.8782673025117016,252,17,30
Hyderabad,17.385,78.4867,68,138,46,195,2,65,2026-03-30 17:18:08.510831,28,54,6.2748627684846765,298,17,30
Bangalore,12.9716,77.5946,94,60,32,256,30,72,2026-03-30 17:18:08.512443,27,63,8.553454365688687,202,17,30
Visakhapatnam,17.6868,83.2185,53,56,42,352,8,71,2026-03-30 18:18:08.505258,36,80,9.794516548314803,180,18,30
Mumbai,19.076,72.8777,58,116,16,368,11,38,2026-03-30 18:18:08.506216,40,71,6.81984339709142,72,18,30
Delhi,28.7041,77.1025,22,126,30,102,15,32,2026-03-30 18:18:08.507624,40,41,6.2908890929692,198,18,30
Jammu and Kashmir,34.0837,74.7973,50,77,45,267,12,75,2026-03-30 18:18:08.508569,28,41,6.2040274395113,342,18,30
Hyderabad,17.385,78.4867,112,144,16,324,2,76,2026-03-30 18:18:08.510824,33,89,5.753842389040377,282,18,30
Bangalore,12.9716,77.5946,47,60,47,152,26,74,2026-03-30 18:18:08.512436,39,72,7.287442251435788,252,18,30
Visakhapatnam,17.6868,83.2185,106,99,42,337,9,38,2026-03-30 19:18:08.505253,36,82,2.863462670035695,277,19,30
Mumbai,19.076,72.8777,71,63,32,131,17,30,2026-03-30 19:18:08.506212,27,58,1.2618671746914,218,19,30
Delhi,28.7041,77.1025,58,40,33,189,20,52,2026-03-30 19:18:08.507620,40,90,9.348552109731234,351,19,30
Jammu and Kashmir,34.0837,74.7973,92,135,40,175,17,42,2026-03-30 19:18:08.508563,25,42,1.2095620018233002,58,19,30
Hyderabad,17.385,78.4867,69,37,28,247,30,34,2026-03-30 19:18:08.510813,20,68,6.981283420720061,263,19,30
Bangalore,12.9716,77.5946,71,147,7,280,10,63,2026-03-30 19:18:08.512429,38,67,3.527336765888333,159,19,30
Visakhapatnam,17.6868,83.2185,82,40,22,120,29,17,2026-03-30 20:18:08.505246,34,76,6.048382167318121,36,20,30
Mumbai,19.076,72.8777,52,83,44,362,23,57,2026-03-30 20:18:08.506208,33,40,5.671260127062106,14,20,30
Delhi,28.7041,77.1025,31,127,31,326,29,78,2026-03-30 20:18:08.507617,23,46,3.58057928479336,201,20,30
Jammu and Kashmir,34.0837,74.7973,99,65,11,278,9,34,2026-03-30 20:18:08.508557,20,54,3.6601325449388766,245,20,30
Hyderabad,17.385,78.4867,38,43,7,373,19,46,2026-03-30 20:18:08.510806,25,89,2.2288578299012274,57,20,30
Bangalore,12.9716,77.5946,118,105,11,190,22,60,2026-03-30 20:18:08.512422,35,81,9.9341594644631,63,20,30
Visakhapatnam,17.6868,83.2185,85,46,25,127,21,12,2026-03-30 21:18:08.505241,22,51,3.4778540901559407,275,21,30
Mumbai,19.076,72.8777,73,127,31,281,20,38,2026-03-30 21:18:08.506204,30,62,7.836030158977919,61,21,30
Delhi,28.7041,77.1025,41,41,37,198,2,68,2026-03-30 21:18:08.507612,22,60,4.237834239087697,318,21,30
Jammu and Kashmir,34.0837,74.7973,116,70,34,239,6,35,2026-03-30 21:18:08.508551,37,41,1.2523474505953105,149,21,30
Hyderabad,17.385,78.4867,49,131,15,223,16,49,2026-03-30 21:18:08.510799,23,60,5.889046469339445,87,21,30
Bangalore,12.9716,77.5946,80,33,48,242,22,71,2026-03-30 21:18:08.512415,26,59,2.302727203463829,210,21,30
Visakhapatnam,17.6868,83.2185,108,133,32,390,16,72,2026-03-30 22:18:08.505235,40,56,4.038436732583158,333,22,30
Mumbai,19.076,72.8777,105,130,14,188,16,66,2026-03-30 22:18:08.506200,34,64,9.720633953841832,37,22,30
Delhi,28.7041,77.1025,70,114,14,210,18,24,2026-03-30 22:18:08.507606,37,51,1.3878819183619515,72,22,30
Jammu and Kashmir,34.0837,74.7973,23,86,46,162,12,74,2026-03-30 22:18:08.508548,37,56,3.110692453808962,326,22,30
Hyderabad,17.385,78.4867,89,32,8,111,3,68,2026-03-30 22:18:08.510792,26,88,1.0017499830840109,324,22,30
Bangalore,12.9716,77.5946,35,133,29,192,26,47,2026-03-30 22:18:08.512408,30,57,2.890434405136554,144,22,30
Visakhapatnam,17.6868,83.2185,39,68,50,338,15,43,2026-03-30 23:18:08.505230,36,45,9.84639697403696,300,23,30
Mumbai,19.076,72.8777,32,69,44,387,12,45,2026-03-30 23:18:08.506196,26,50,8.635990602194259,71,23,30
Delhi,28.7041,77.1025,25,36,41,382,11,53,2026-03-30 23:18:08.507600,26,46,6.5919821002078525,32,23,30
Jammu and Kashmir,34.0837,74.7973,60,51,50,271,23,77,2026-03-30 23:18:08.508545,25,71,7.849495549010113,42,23,30
Hyderabad,17.385,78.4867,35,63,6,265,29,30,2026-03-30 23:18:08.510785,33,65,4.027293990857414,301,23,30
Bangalore,12.9716,77.5946,39,49,13,294,27,64,2026-03-30 23:18:08.512401,40,62,4.762426676693439,219,23,30
Visakhapatnam,17.6868,83.2185,85,116,38,161,18,24,2026-03-31 00:18:08.505227,31,45,6.326070392384918,350,0,31
Mumbai,19.076,72.8777,94,118,39,300,20,59,2026-03-31 00:18:08.506192,30,47,3.08191385574405,85,0,31
Delhi,28.7041,77.1025,56,40,21,222,30,66,2026-03-31 00:18:08.507594,27,79,7.727264482602974,54,0,31
Jammu and Kashmir,34.0837,74.7973,69,109,18,116,15,13,2026-03-31 00:18:08.508541,34,51,6.669355817104561,143,0,31
Hyderabad,17.385,78.4867,68,142,43,321,21,38,2026-03-31 00:18:08.510778,20,69,1.7420285251256025,242,0,31
Bangalore,12.9716,77.5946,39,74,22,131,26,49,2026-03-31 00:18:08.512393,24,85,8.910075290311045,269,0,31
Visakhapatnam,17.6868,83.2185,77,44,38,395,20,26,2026-03-31 01:18:08.505223,23,70,4.128576380441622,83,1,31
