state,city,latitude,longitude,timestamp,pm25,pm10,no2,co,so2,o3,temperature,humidity,pressure,wind_speed,dist_to_road,dist_to_industry,dist_to_dump,hour,day,month,day_of_week,season
Madhya Pradesh,Bhopal,23.26502,77.411365,2024-01-04 17:00:00,0.28506847493684345,0.30926785108068344,0.3675282714054927,0.5567685589519651,0.1461928934010152,0.2653151167915382,0.8795031055900617,0.0,0.5,0.46608695652173904,0.8127572016460904,0.8033126293995859,0.9360824742268041,17,4,1,3,Winter
Uttar Pradesh,Lucknow,26.845645,80.937503,2024-01-04 18:00:00,0.9999999999999998,0.9999999999999999,0.6462035541195478,1.0,0.7401015228426396,0.6453283384750992,0.5043478260869563,0.38983050847457623,0.0,0.3582608695652174,0.397119341563786,0.865424430641822,0.7484536082474228,18,4,1,3,Winter
Odisha,Bhubaneswar,20.298181,85.821562,2024-01-04 19:00:00,0.1822895891503789,0.18569650333823692,0.20113085621970922,0.3427947598253276,0.5411167512690356,0.3693256941383869,0.8608695652173912,0.7118644067796609,0.0,0.7165217391304347,0.537037037037037,0.21325051759834368,0.059793814432989686,19,4,1,3,Winter
West Bengal,Kolkata,22.582224,88.360851,2024-01-04 20:00:00,0.13415769179630366,0.16396967296593865,0.1938610662358643,0.3908296943231441,0.24771573604060917,0.33583076245041865,0.6198757763975156,0.847457627118644,0.0,0.7165217391304347,0.11728395061728396,0.4782608695652174,0.25773195876288657,20,4,1,3,Winter
Rajasthan,Jaipur,26.905161,75.779695,2024-01-04 21:00:00,0.4099188937641271,0.6437705103541925,0.6526655896607433,0.6026200873362445,0.11472081218274113,0.32040546496253863,0.4658385093167703,0.1694915254237288,0.5,0.44869565217391294,0.3786008230452675,0.7432712215320911,0.7628865979381444,21,4,1,3,Winter
Uttar Pradesh,Lucknow,26.855336,80.952401,2024-01-04 22:00:00,0.9999999999999998,0.9999999999999999,0.6462035541195478,1.0,0.7401015228426396,0.6453283384750992,0.5068322981366458,0.38983050847457623,0.0,0.3582608695652174,0.7592592592592592,0.401656314699793,0.25979381443298966,22,4,1,3,Winter
Madhya Pradesh,Bhopal,23.266417,77.422376,2024-01-04 23:00:00,0.28506847493684345,0.30926785108068344,0.3675282714054927,0.5567685589519651,0.1461928934010152,0.2653151167915382,0.8795031055900617,0.0,0.5,0.46608695652173904,0.6707818930041152,0.5942028985507247,0.7484536082474228,23,4,1,3,Winter
Telangana,Hyderabad,17.382724,78.477238,2024-01-05 00:00:00,0.3504853078048132,0.3298630757044245,0.4378029079159935,0.4126637554585153,0.9126903553299494,0.6223005729396209,0.6534161490683226,0.559322033898305,0.5,0.44869565217391294,0.16255144032921806,0.29606625258799174,0.5958762886597939,0,5,1,4,Winter
Odisha,Bhubaneswar,20.294352,85.827757,2024-01-05 01:00:00,0.1822895891503789,0.18569650333823692,0.20113085621970922,0.3427947598253276,0.5411167512690356,0.3693256941383869,0.8683229813664592,0.7118644067796609,0.0,0.7165217391304347,0.9115226337448559,0.6273291925465838,0.25567010309278354,1,5,1,4,Winter
Gujarat,Ahmedabad,23.026121,72.577313,2024-01-05 02:00:00,0.07326153437042945,0.23616611972388815,0.26978998384491115,0.0873362445414847,0.2101522842639594,0.28702071397091233,0.8832298136645962,0.27118644067796605,0.5,0.6852173913043478,0.691358024691358,0.4575569358178054,0.88659793814433,2,5,1,4,Winter
Punjab,Amritsar,31.634382,74.879872,2024-01-05 03:00:00,0.37827416566945876,0.4747086115197465,0.5525040387722132,0.8187772925764193,0.2395939086294416,0.0,0.1217391304347828,0.559322033898305,0.0,0.0,0.97119341563786,0.6501035196687371,0.6247422680412372,3,5,1,4,Winter
Madhya Pradesh,Bhopal,23.265551,77.407295,2024-01-05 04:00:00,0.28506847493684345,0.30926785108068344,0.3675282714054927,0.5567685589519651,0.1461928934010152,0.2653151167915382,0.8795031055900617,0.0,0.5,0.46608695652173904,0.24485596707818927,0.6252587991718427,0.18350515463917527,4,5,1,4,Winter
Uttar Pradesh,Lucknow,26.853196,80.947419,2024-01-05 05:00:00,0.9999999999999998,0.9999999999999999,0.6462035541195478,1.0,0.7401015228426396,0.6453283384750992,0.5055900621118012,0.38983050847457623,0.0,0.3582608695652174,0.8127572016460904,0.047619047619047616,0.3402061855670103,5,5,1,4,Winter
Punjab,Amritsar,31.637251,74.874176,2024-01-05 06:00:00,0.37827416566945876,0.4747086115197465,0.5525040387722132,0.8187772925764193,0.2395939086294416,0.0,0.12298136645962732,0.559322033898305,0.0,0.0,0.308641975308642,0.494824016563147,0.9690721649484537,6,5,1,4,Winter
West Bengal,Kolkata,22.570393,88.370286,2024-01-05 07:00:00,0.13415769179630366,0.16396967296593865,0.1938610662358643,0.3908296943231441,0.24771573604060917,0.33583076245041865,0.6198757763975156,0.847457627118644,0.0,0.7165217391304347,0.2921810699588477,0.4078674948240166,0.577319587628866,7,5,1,4,Winter
Tamil Nadu,Chennai,13.089463,80.274114,2024-01-05 08:00:00,0.17245047201170055,0.21421296820187843,0.5032310177705978,0.3515283842794761,1.0,0.20493609519612166,0.8186335403726708,0.7966101694915253,0.5,0.44869565217391294,0.6131687242798353,0.047619047619047616,0.3711340206185567,8,5,1,4,Winter
Bihar,Patna,25.597376,85.147107,2024-01-05 09:00:00,0.4286664007445818,0.4269548489306325,0.21082390953150243,0.4694323144104804,0.6619289340101523,0.9999999999999999,0.6211180124223601,0.38983050847457623,0.0,0.5373913043478261,0.713991769547325,0.587991718426501,0.9999999999999999,9,5,1,4,Winter
Punjab,Amritsar,31.64182,74.874661,2024-01-05 10:00:00,0.37827416566945876,0.4747086115197465,0.5525040387722132,0.8187772925764193,0.2395939086294416,0.0,0.12298136645962732,0.559322033898305,0.0,0.0,0.9650205761316872,0.2650103519668737,0.8350515463917526,10,5,1,4,Winter
Rajasthan,Jaipur,26.915356,75.777907,2024-01-05 11:00:00,0.4099188937641271,0.6437705103541925,0.6526655896607433,0.6026200873362445,0.11472081218274113,0.32040546496253863,0.4608695652173913,0.1694915254237288,0.5,0.44869565217391294,0.16255144032921806,0.5983436853002071,0.7030927835051547,11,5,1,4,Winter
Maharashtra,Mumbai,19.06836,72.872748,2024-01-05 12:00:00,0.07658556043079376,0.16272490664252573,0.11147011308562198,0.024017467248908297,0.35939086294416245,0.3178713089466725,0.998757763975155,0.4576271186440678,0.5,0.5373913043478261,0.08847736625514403,0.14699792960662522,0.0865979381443299,12,5,1,4,Winter
Assam,Guwahati,26.150366,91.727497,2024-01-05 13:00:00,0.6331604839781944,0.5375127305646713,0.18174474959612275,0.5873362445414848,0.6365482233502539,0.9734464521815779,0.003726708074534457,1.0,0.5,0.44869565217391294,0.8662551440329217,0.26293995859213254,0.7072164948453609,13,5,1,4,Winter
Assam,Guwahati,26.146521,91.735416,2024-01-05 14:00:00,0.6331604839781944,0.5375127305646713,0.18174474959612275,0.5873362445414848,0.6365482233502539,0.9734464521815779,0.003726708074534457,1.0,1.0,0.44869565217391294,0.06790123456790123,0.2339544513457557,0.9505154639175257,14,5,1,4,Winter
Tamil Nadu,Chennai,13.089795,80.26642,2024-01-05 15:00:00,0.17245047201170055,0.21421296820187843,0.5032310177705978,0.3515283842794761,1.0,0.20493609519612166,0.8186335403726708,0.7966101694915253,0.5,0.44869565217391294,0.10905349794238682,0.10973084886128363,0.28865979381443296,15,5,1,4,Winter
Gujarat,Ahmedabad,23.022809,72.565627,2024-01-05 16:00:00,0.07326153437042945,0.23616611972388815,0.26978998384491115,0.0873362445414847,0.2101522842639594,0.28702071397091233,0.8832298136645962,0.27118644067796605,0.5,0.6852173913043478,0.3333333333333333,0.2173913043478261,0.8226804123711341,16,5,1,4,Winter
Andhra Pradesh,Visakhapatnam,17.681319,83.227939,2024-01-05 17:00:00,0.0,0.0,0.14458804523424879,0.2532751091703057,0.25888324873096447,0.14819303657999117,0.7701863354037268,0.6440677966101696,0.5,0.8052173913043478,0.5061728395061728,0.8115942028985508,0.2536082474226804,17,5,1,4,Winter
Madhya Pradesh,Bhopal,23.267527,77.418621,2024-01-05 18:00:00,0.28506847493684345,0.30926785108068344,0.3675282714054927,0.5567685589519651,0.1461928934010152,0.2653151167915382,0.8795031055900617,0.0,0.5,0.46608695652173904,0.6440329218106995,0.3995859213250518,0.8742268041237115,18,5,1,4,Winter
Telangana,Hyderabad,17.377875,78.492948,2024-01-05 19:00:00,0.3504853078048132,0.3298630757044245,0.4378029079159935,0.4126637554585153,0.9126903553299494,0.6223005729396209,0.6546583850931675,0.559322033898305,0.5,0.44869565217391294,0.242798353909465,0.2774327122153209,0.356701030927835,19,5,1,4,Winter
Uttar Pradesh,Lucknow,26.848234,80.950511,2024-01-05 20:00:00,0.9999999999999998,0.9999999999999999,0.6462035541195478,1.0,0.7401015228426396,0.6453283384750992,0.5055900621118012,0.38983050847457623,0.0,0.3582608695652174,0.7098765432098765,0.7060041407867496,0.731958762886598,20,5,1,4,Winter
Delhi,Delhi,28.621356,77.216194,2024-01-05 21:00:00,0.42308203696316976,0.492701142921806,1.0,0.8558951965065501,0.22538071065989848,0.3973115910092553,0.2596273291925466,0.4915254237288136,0.5,0.17913043478260868,0.16255144032921806,0.6873706004140786,0.9567010309278351,21,5,1,4,Winter
Assam,Guwahati,26.137467,91.736379,2024-01-05 22:00:00,0.6331604839781944,0.5375127305646713,0.18174474959612275,0.5873362445414848,0.6365482233502539,0.9734464521815779,0.0,1.0,1.0,0.44869565217391294,0.49588477366255135,0.9565217391304349,0.17525773195876287,22,5,1,4,Winter
Kerala,Kochi,9.92676,76.263221,2024-01-05 23:00:00,0.1911979789921553,0.2604956433178681,0.0,0.0,0.0,0.44645218157778754,0.7291925465838509,0.847457627118644,0.5,0.22260869565217392,0.4917695473251028,0.8840579710144928,0.18969072164948458,23,5,1,4,Winter
Maharashtra,Mumbai,19.06995,72.875406,2024-01-06 00:00:00,0.07658556043079376,0.16272490664252573,0.11147011308562198,0.024017467248908297,0.35939086294416245,0.3178713089466725,0.9975155279503105,0.4576271186440678,0.5,0.5373913043478261,0.0,0.4037267080745342,0.032989690721649485,0,6,1,5,Winter
Assam,Guwahati,26.149249,91.735283,2024-01-06 01:00:00,0.6331604839781944,0.5375127305646713,0.18174474959612275,0.5873362445414848,0.6365482233502539,0.9734464521815779,0.003726708074534457,1.0,1.0,0.44869565217391294,0.09259259259259259,0.6418219461697722,0.032989690721649485,1,6,1,5,Winter
Gujarat,Ahmedabad,23.020251,72.566503,2024-01-06 02:00:00,0.07326153437042945,0.23616611972388815,0.26978998384491115,0.0873362445414847,0.2101522842639594,0.28702071397091233,0.8832298136645962,0.27118644067796605,0.5,0.6852173913043478,0.522633744855967,0.5320910973084887,0.1711340206185567,2,6,1,5,Winter
Madhya Pradesh,Bhopal,23.250018,77.418472,2024-01-06 03:00:00,0.28506847493684345,0.30926785108068344,0.3675282714054927,0.5567685589519651,0.1461928934010152,0.2653151167915382,0.8795031055900617,0.0,0.5,0.46608695652173904,0.8251028806584362,0.29399585921325055,0.5958762886597939,3,6,1,5,Winter
Maharashtra,Mumbai,19.078809,72.875949,2024-01-06 04:00:00,0.07658556043079376,0.16272490664252573,0.11147011308562198,0.024017467248908297,0.35939086294416245,0.3178713089466725,0.9975155279503105,0.4576271186440678,0.5,0.5373913043478261,0.7695473251028806,0.7142857142857143,0.8123711340206186,4,6,1,5,Winter
Madhya Pradesh,Bhopal,23.258349,77.417882,2024-01-06 05:00:00,0.28506847493684345,0.30926785108068344,0.3675282714054927,0.5567685589519651,0.1461928934010152,0.2653151167915382,0.8795031055900617,0.0,0.5,0.46608695652173904,0.8724279835390946,0.4202898550724638,0.09896907216494848,5,6,1,5,Winter
Odisha,Bhubaneswar,20.289567,85.820661,2024-01-06 06:00:00,0.1822895891503789,0.18569650333823692,0.20113085621970922,0.3427947598253276,0.5411167512690356,0.3693256941383869,0.8658385093167702,0.7118644067796609,0.0,0.7165217391304347,0.33744855967078186,0.6790890269151139,0.5319587628865979,6,6,1,5,Winter
Delhi,Delhi,28.609669,77.213052,2024-01-06 07:00:00,0.42308203696316976,0.492701142921806,1.0,0.8558951965065501,0.22538071065989848,0.3973115910092553,0.2596273291925466,0.4915254237288136,0.5,0.17913043478260868,0.8641975308641975,0.94824016563147,0.06391752577319589,7,6,1,5,Winter
Tamil Nadu,Chennai,13.089129,80.279567,2024-01-06 08:00:00,0.17245047201170055,0.21421296820187843,0.5032310177705978,0.3515283842794761,1.0,0.20493609519612166,0.8161490683229813,0.7966101694915253,0.5,0.44869565217391294,0.6769547325102879,0.2111801242236025,0.9608247422680413,8,6,1,5,Winter
Rajasthan,Jaipur,26.918778,75.77824,2024-01-06 09:00:00,0.4099188937641271,0.6437705103541925,0.6526655896607433,0.6026200873362445,0.11472081218274113,0.32040546496253863,0.4608695652173913,0.1694915254237288,0.5,0.44869565217391294,0.8600823045267489,0.7494824016563147,0.7051546391752577,9,6,1,5,Winter
Gujarat,Ahmedabad,23.032069,72.576505,2024-01-06 10:00:00,0.07326153437042945,0.23616611972388815,0.26978998384491115,0.0873362445414847,0.2101522842639594,0.28702071397091233,0.8832298136645962,0.27118644067796605,0.5,0.6852173913043478,0.7160493827160493,0.7908902691511388,0.022680412371134016,10,6,1,5,Winter
Gujarat,Ahmedabad,23.023826,72.561754,2024-01-06 11:00:00,0.07326153437042945,0.23616611972388815,0.26978998384491115,0.0873362445414847,0.2101522842639594,0.28702071397091233,0.8832298136645962,0.27118644067796605,0.5,0.6852173913043478,0.8724279835390946,0.3768115942028986,0.8907216494845361,11,6,1,5,Winter
Bihar,Patna,25.584643,85.136952,2024-01-06 12:00:00,0.4286664007445818,0.4269548489306325,0.21082390953150243,0.4694323144104804,0.6619289340101523,0.9999999999999999,0.6223602484472046,0.38983050847457623,0.0,0.5373913043478261,0.5843621399176955,0.4575569358178054,0.577319587628866,12,6,1,5,Winter
Andhra Pradesh,Visakhapatnam,17.687523,83.218128,2024-01-06 13:00:00,0.0,0.0,0.14458804523424879,0.2532751091703057,0.25888324873096447,0.14819303657999117,0.8782608695652177,0.6440677966101696,0.5,0.8052173913043478,0.6131687242798353,0.7867494824016564,0.5670103092783505,13,6,1,5,Winter
Gujarat,Ahmedabad,23.030019,72.573072,2024-01-06 14:00:00,0.07326153437042945,0.23616611972388815,0.26978998384491115,0.0873362445414847,0.2101522842639594,0.28702071397091233,0.8832298136645962,0.27118644067796605,0.5,0.6852173913043478,0.9876543209876543,0.989648033126294,0.4742268041237113,14,6,1,5,Winter
Gujarat,Ahmedabad,23.014365,72.579209,2024-01-06 15:00:00,0.07326153437042945,0.23616611972388815,0.26978998384491115,0.0873362445414847,0.2101522842639594,0.28702071397091233,0.8832298136645962,0.27118644067796605,0.5,0.6852173913043478,0.7201646090534979,0.2194616977225673,0.5402061855670104,15,6,1,5,Winter
Assam,Guwahati,26.152567,91.738697,2024-01-06 16:00:00,0.6331604839781944,0.5375127305646713,0.18174474959612275,0.5873362445414848,0.6365482233502539,0.9734464521815779,0.003726708074534457,1.0,1.0,0.44869565217391294,0.5452674897119342,0.11180124223602485,0.9340206185567012,16,6,1,5,Winter
Madhya Pradesh,Bhopal,23.25466,77.4059,2024-01-06 17:00:00,0.28506847493684345,0.30926785108068344,0.3675282714054927,0.5567685589519651,0.1461928934010152,0.2653151167915382,0.8795031055900617,0.0,0.5,0.46608695652173904,0.1234567901234568,0.732919254658385,0.8742268041237115,17,6,1,5,Winter
Punjab,Amritsar,31.639559,74.865946,2024-01-06 18:00:00,0.37827416566945876,0.4747086115197465,0.5525040387722132,0.8187772925764193,0.2395939086294416,0.0,0.12298136645962732,0.559322033898305,0.0,0.0,0.34773662551440326,0.4679089026915114,0.7278350515463918,18,6,1,5,Winter
Assam,Guwahati,26.135602,91.740095,2024-01-06 19:00:00,0.6331604839781944,0.5375127305646713,0.18174474959612275,0.5873362445414848,0.6365482233502539,0.9734464521815779,0.0,1.0,1.0,0.44869565217391294,0.6728395061728394,0.9648033126293997,0.756701030927835,19,6,1,5,Winter
Gujarat,Ahmedabad,23.023546,72.567795,2024-01-06 20:00:00,0.07326153437042945,0.23616611972388815,0.26978998384491115,0.0873362445414847,0.2101522842639594,0.28702071397091233,0.8832298136645962,0.27118644067796605,0.5,0.6852173913043478,0.6954732510288065,0.34161490683229817,0.8020618556701031,20,6,1,5,Winter
Bihar,Patna,25.598326,85.132002,2024-01-06 21:00:00,0.4286664007445818,0.4269548489306325,0.21082390953150243,0.4694323144104804,0.6619289340101523,0.9999999999999999,0.6198757763975156,0.38983050847457623,0.0,0.5373913043478261,0.4238683127572016,0.9233954451345756,0.29690721649484536,21,6,1,5,Winter
Uttar Pradesh,Lucknow,26.843577,80.947097,2024-01-06 22:00:00,0.9999999999999998,0.9999999999999999,0.6462035541195478,1.0,0.7401015228426396,0.6453283384750992,0.5031055900621118,0.38983050847457623,0.0,0.3582608695652174,0.34979423868312753,0.07453416149068323,0.004123711340206185,22,6,1,5,Winter
Gujarat,Ahmedabad,23.025175,72.562501,2024-01-06 23:00:00,0.07326153437042945,0.23616611972388815,0.26978998384491115,0.0873362445414847,0.2101522842639594,0.28702071397091233,0.8832298136645962,0.27118644067796605,0.5,0.6852173913043478,0.9753086419753085,0.033126293995859216,0.08247422680412372,23,6,1,5,Winter
Maharashtra,Mumbai,19.082383,72.875966,2024-01-07 00:00:00,0.07658556043079376,0.16272490664252573,0.11147011308562198,0.024017467248908297,0.35939086294416245,0.3178713089466725,0.9975155279503105,0.4576271186440678,0.5,0.5373913043478261,0.7448559670781892,0.5507246376811594,0.5010309278350515,0,7,1,6,Winter
Tamil Nadu,Chennai,13.087562,80.278005,2024-01-07 01:00:00,0.17245047201170055,0.21421296820187843,0.5032310177705978,0.3515283842794761,1.0,0.20493609519612166,0.8161490683229813,0.7966101694915253,0.5,0.44869565217391294,0.20370370370370366,0.6749482401656315,0.4597938144329897,1,7,1,6,Winter
Telangana,Hyderabad,17.375933,78.479799,2024-01-07 02:00:00,0.3504853078048132,0.3298630757044245,0.4378029079159935,0.4126637554585153,0.9126903553299494,0.6223005729396209,0.6534161490683226,0.559322033898305,0.5,0.44869565217391294,0.5493827160493827,0.6004140786749482,0.45773195876288664,2,7,1,6,Winter
Telangana,Hyderabad,17.3775,78.480754,2024-01-07 03:00:00,0.3504853078048132,0.3298630757044245,0.4378029079159935,0.4126637554585153,0.9126903553299494,0.6223005729396209,0.6534161490683226,0.559322033898305,0.5,0.44869565217391294,0.8045267489711934,0.5590062111801243,0.17731958762886602,3,7,1,6,Winter
Bihar,Patna,25.595405,85.146844,2024-01-07 04:00:00,0.4286664007445818,0.4269548489306325,0.21082390953150243,0.4694323144104804,0.6619289340101523,0.9999999999999999,0.6211180124223601,0.38983050847457623,0.0,0.5373913043478261,0.7304526748971193,0.2091097308488613,0.6329896907216496,4,7,1,6,Winter
Punjab,Amritsar,31.629782,74.866988,2024-01-07 05:00:00,0.37827416566945876,0.4747086115197465,0.5525040387722132,0.8187772925764193,0.2395939086294416,0.0,0.12298136645962732,0.559322033898305,0.0,0.0,0.5740740740740741,0.2256728778467909,0.07835051546391754,5,7,1,6,Winter
