location,latitude,longitude,pm2_5,pm10,no2,co,so2,o3,timestamp
Mumbai,19.076,72.8777,106,95,6,167,18,21,2026-04-04 10:18:08.505775
Mumbai,19.076,72.8777,96,124,25,285,12,45,2026-04-04 09:18:08.505778
Mumbai,19.076,72.8777,76,123,15,222,25,29,2026-04-04 08:18:08.505781
Mumbai,19.076,72.8777,88,37,41,372,15,59,2026-04-04 07:18:08.505785
Mumbai,19.076,72.8777,108,32,14,146,14,67,2026-04-04 06:18:08.505789
Mumbai,19.076,72.8777,104,112,33,175,28,74,2026-04-04 05:18:08.505792
Mumbai,19.076,72.8777,55,66,29,346,18,18,2026-04-04 04:18:08.505795
Mumbai,19.076,72.8777,51,123,25,315,8,55,2026-04-04 03:18:08.505799
Mumbai,19.076,72.8777,52,89,29,329,20,62,2026-04-04 02:18:08.505803
Mumbai,19.076,72.8777,50,65,25,341,29,76,2026-04-04 01:18:08.505806
Mumbai,19.076,72.8777,65,85,26,400,11,14,2026-04-04 00:18:08.505810
Mumbai,19.076,72.8777,79,143,30,137,16,18,2026-04-03 23:18:08.505813
Mumbai,19.076,72.8777,74,88,9,218,25,67,2026-04-03 22:18:08.505816
Mumbai,19.076,72.8777,84,104,29,120,27,32,2026-04-03 21:18:08.505821
Mumbai,19.076,72.8777,90,147,21,103,23,33,2026-04-03 20:18:08.505825
Mumbai,19.076,72.8777,78,113,24,368,20,73,2026-04-03 19:18:08.505828
Mumbai,19.076,72.8777,60,136,19,330,9,52,2026-04-03 18:18:08.505831
Mumbai,19.076,72.8777,31,90,29,376,9,73,2026-04-03 17:18:08.505836
Mumbai,19.076,72.8777,78,30,46,132,15,42,2026-04-03 16:18:08.505842
Mumbai,19.076,72.8777,53,145,32,357,18,66,2026-04-03 15:18:08.505847
Mumbai,19.076,72.8777,112,63,21,186,3,22,2026-04-03 14:18:08.505854
Mumbai,19.076,72.8777,31,94,8,172,8,55,2026-04-03 13:18:08.505859
Mumbai,19.076,72.8777,51,71,39,252,21,22,2026-04-03 12:18:08.505862
Mumbai,19.076,72.8777,82,76,46,239,20,33,2026-04-03 11:18:08.505870
Mumbai,19.076,72.8777,58,66,14,134,30,50,2026-04-03 10:18:08.505873
Mumbai,19.076,72.8777,64,38,18,170,10,29,2026-04-03 09:18:08.505877
Mumbai,19.076,72.8777,31,117,41,237,18,26,2026-04-03 08:18:08.505880
Mumbai,19.076,72.8777,80,75,47,135,25,64,2026-04-03 07:18:08.505884
Mumbai,19.076,72.8777,49,61,8,297,21,53,2026-04-03 06:18:08.505887
Mumbai,19.076,72.8777,52,33,21,287,17,41,2026-04-03 05:18:08.505891
Mumbai,19.076,72.8777,43,110,29,331,7,75,2026-04-03 04:18:08.505894
Mumbai,19.076,72.8777,21,138,28,368,16,28,2026-04-03 03:18:08.505897
Mumbai,19.076,72.8777,84,85,32,378,5,67,2026-04-03 02:18:08.505902
Mumbai,19.076,72.8777,120,57,38,315,24,28,2026-04-03 01:18:08.505905
Mumbai,19.076,72.8777,89,37,38,159,21,17,2026-04-03 00:18:08.505909
Mumbai,19.076,72.8777,45,142,23,223,11,77,2026-04-02 23:18:08.505912
Mumbai,19.076,72.8777,72,149,25,356,12,63,2026-04-02 22:18:08.505916
Mumbai,19.076,72.8777,51,108,18,145,11,69,2026-04-02 21:18:08.505919
Mumbai,19.076,72.8777,49,49,46,238,18,13,2026-04-02 20:18:08.505923
Mumbai,19.076,72.8777,75,116,21,230,3,78,2026-04-02 19:18:08.505926
Mumbai,19.076,72.8777,33,55,30,253,20,41,2026-04-02 18:18:08.505929
Mumbai,19.076,72.8777,83,116,12,257,20,53,2026-04-02 17:18:08.505933
Mumbai,19.076,72.8777,77,117,11,289,11,19,2026-04-02 16:18:08.505938
Mumbai,19.076,72.8777,110,61,14,270,8,25,2026-04-02 15:18:08.505944
Mumbai,19.076,72.8777,97,57,9,244,28,62,2026-04-02 14:18:08.505949
Mumbai,19.076,72.8777,38,139,20,138,29,57,2026-04-02 13:18:08.505955
Mumbai,19.076,72.8777,64,97,43,279,19,77,2026-04-02 12:18:08.505960
Mumbai,19.076,72.8777,56,61,33,133,25,72,2026-04-02 11:18:08.505963
Mumbai,19.076,72.8777,100,80,36,291,29,64,2026-04-02 10:18:08.505967
Mumbai,19.076,72.8777,101,121,18,186,26,60,2026-04-02 09:18:08.505970
Mumbai,19.076,72.8777,60,127,40,389,15,57,2026-04-02 08:18:08.505974
Mumbai,19.076,72.8777,70,61,37,391,19,23,2026-04-02 07:18:08.505977
Mumbai,19.076,72.8777,23,114,49,243,14,16,2026-04-02 06:18:08.505983
Mumbai,19.076,72.8777,85,135,14,132,22,54,2026-04-02 05:18:08.505987
Mumbai,19.076,72.8777,112,145,48,349,14,74,2026-04-02 04:18:08.505990
Mumbai,19.076,72.8777,55,40,26,301,4,37,2026-04-02 03:18:08.505994
Mumbai,19.076,72.8777,50,55,15,107,28,32,2026-04-02 02:18:08.505997
Mumbai,19.076,72.8777,93,142,14,305,3,57,2026-04-02 01:18:08.506001
Mumbai,19.076,72.8777,94,54,44,109,11,60,2026-04-02 00:18:08.506004
Mumbai,19.076,72.8777,64,95,18,179,28,55,2026-04-01 23:18:08.506007
Mumbai,19.076,72.8777,44,99,24,356,14,42,2026-04-01 22:18:08.506011
Mumbai,19.076,72.8777,20,125,17,141,23,58,2026-04-01 21:18:08.506014
Mumbai,19.076,72.8777,24,91,24,227,19,65,2026-04-01 20:18:08.506017
Mumbai,19.076,72.8777,77,103,37,284,11,18,2026-04-01 19:18:08.506021
Mumbai,19.076,72.8777,57,89,48,382,28,50,2026-04-01 18:18:08.506024
Mumbai,19.076,72.8777,99,74,13,350,12,48,2026-04-01 17:18:08.506028
Mumbai,19.076,72.8777,117,144,34,314,14,26,2026-04-01 16:18:08.506031
Mumbai,19.076,72.8777,50,121,31,155,3,31,2026-04-01 15:18:08.506034
Mumbai,19.076,72.8777,62,97,26,345,5,71,2026-04-01 14:18:08.506040
Mumbai,19.076,72.8777,87,50,41,146,17,78,2026-04-01 13:18:08.506045
Mumbai,19.076,72.8777,90,147,21,235,30,67,2026-04-01 12:18:08.506050
Mumbai,19.076,72.8777,77,48,46,135,23,76,2026-04-01 11:18:08.506057
Mumbai,19.076,72.8777,63,126,34,237,13,76,2026-04-01 10:18:08.506062
Mumbai,19.076,72.8777,98,61,26,113,6,61,2026-04-01 09:18:08.506065
Mumbai,19.076,72.8777,48,32,40,389,17,39,2026-04-01 08:18:08.506069
Mumbai,19.076,72.8777,31,93,16,246,28,79,2026-04-01 07:18:08.506072
Mumbai,19.076,72.8777,77,114,41,211,5,75,2026-04-01 06:18:08.506076
Mumbai,19.076,72.8777,68,132,9,143,4,40,2026-04-01 05:18:08.506080
Mumbai,19.076,72.8777,26,58,13,211,11,13,2026-04-01 04:18:08.506083
Mumbai,19.076,72.8777,44,101,39,164,7,32,2026-04-01 03:18:08.506087
Mumbai,19.076,72.8777,95,58,32,171,2,29,2026-04-01 02:18:08.506090
Mumbai,19.076,72.8777,62,118,34,274,28,51,2026-04-01 01:18:08.506093
Mumbai,19.076,72.8777,87,48,7,323,27,13,2026-04-01 00:18:08.506097
Mumbai,19.076,72.8777,115,71,18,198,7,58,2026-03-31 23:18:08.506100
Mumbai,19.076,72.8777,37,93,16,373,21,50,2026-03-31 22:18:08.506104
Mumbai,19.076,72.8777,50,119,38,122,16,80,2026-03-31 21:18:08.506107
Mumbai,19.076,72.8777,115,97,30,114,26,42,2026-03-31 20:18:08.506111
Mumbai,19.076,72.8777,54,62,34,148,20,31,2026-03-31 19:18:08.506114
Mumbai,19.076,72.8777,69,55,19,366,26,15,2026-03-31 18:18:08.506118
Mumbai,19.076,72.8777,57,107,34,249,25,33,2026-03-31 17:18:08.506121
Mumbai,19.076,72.8777,109,96,48,390,17,37,2026-03-31 16:18:08.506125
Mumbai,19.076,72.8777,84,105,26,275,25,36,2026-03-31 15:18:08.506129
Mumbai,19.076,72.8777,61,81,49,253,4,25,2026-03-31 14:18:08.506133
Mumbai,19.076,72.8777,32,70,10,237,4,70,2026-03-31 13:18:08.506138
Mumbai,19.076,72.8777,57,133,49,302,12,34,2026-03-31 12:18:08.506143
Mumbai,19.076,72.8777,71,70,35,126,26,43,2026-03-31 11:18:08.506150
Mumbai,19.076,72.8777,117,84,29,249,9,15,2026-03-31 10:18:08.506156
Mumbai,19.076,72.8777,59,125,14,110,24,14,2026-03-31 09:18:08.506160
Mumbai,19.076,72.8777,59,79,39,255,24,18,2026-03-31 08:18:08.506164
Mumbai,19.076,72.8777,106,53,49,112,28,41,2026-03-31 07:18:08.506167
Mumbai,19.076,72.8777,62,122,40,160,27,20,2026-03-31 06:18:08.506172
Mumbai,19.076,72.8777,71,69,20,199,12,22,2026-03-31 05:18:08.506175
Mumbai,19.076,72.8777,59,77,33,337,20,34,2026-03-31 04:18:08.506179
Mumbai,19.076,72.8777,104,30,29,149,8,28,2026-03-31 03:18:08.506182
Mumbai,19.076,72.8777,118,40,29,190,30,13,2026-03-31 02:18:08.506185
Mumbai,19.076,72.8777,104,94,47,398,28,69,2026-03-31 01:18:08.506189
Mumbai,19.076,72.8777,94,118,39,300,20,59,2026-03-31 00:18:08.506192
Mumbai,19.076,72.8777,32,69,44,387,12,45,2026-03-30 23:18:08.506196
Mumbai,19.076,72.8777,105,130,14,188,16,66,2026-03-30 22:18:08.506200
Mumbai,19.076,72.8777,73,127,31,281,20,38,2026-03-30 21:18:08.506204
Mumbai,19.076,72.8777,52,83,44,362,23,57,2026-03-30 20:18:08.506208
Mumbai,19.076,72.8777,71,63,32,131,17,30,2026-03-30 19:18:08.506212
Mumbai,19.076,72.8777,58,116,16,368,11,38,2026-03-30 18:18:08.506216
Mumbai,19.076,72.8777,49,148,28,289,21,50,2026-03-30 17:18:08.506219
Mumbai,19.076,72.8777,106,54,38,195,9,41,2026-03-30 16:18:08.506223
Mumbai,19.076,72.8777,26,86,20,235,23,63,2026-03-30 15:18:08.506226
Mumbai,19.076,72.8777,74,126,30,260,17,32,2026-03-30 14:18:08.506230
Mumbai,19.076,72.8777,55,111,20,206,7,33,2026-03-30 13:18:08.506233
Mumbai,19.076,72.8777,89,132,47,392,16,30,2026-03-30 12:18:08.506238
Mumbai,19.076,72.8777,66,99,6,191,13,18,2026-03-30 11:18:08.506244
Mumbai,19.076,72.8777,115,82,15,356,24,43,2026-03-30 10:18:08.506249
Mumbai,19.076,72.8777,52,78,14,370,5,12,2026-03-30 09:18:08.506256
Mumbai,19.076,72.8777,72,100,16,125,8,38,2026-03-30 08:18:08.506261
Mumbai,19.076,72.8777,117,60,39,325,15,12,2026-03-30 07:18:08.506264
Mumbai,19.076,72.8777,83,122,8,151,10,68,2026-03-30 06:18:08.506268
Mumbai,19.076,72.8777,102,140,6,240,19,56,2026-03-30 05:18:08.506271
Mumbai,19.076,72.8777,115,78,28,255,29,29,2026-03-30 04:18:08.506275
Mumbai,19.076,72.8777,45,108,34,145,21,43,2026-03-30 03:18:08.506278
Mumbai,19.076,72.8777,65,51,41,397,19,74,2026-03-30 02:18:08.506282
Mumbai,19.076,72.8777,117,111,46,121,18,68,2026-03-30 01:18:08.506285
Mumbai,19.076,72.8777,95,145,26,178,20,59,2026-03-30 00:18:08.506298
Mumbai,19.076,72.8777,67,36,39,178,10,52,2026-03-29 23:18:08.506302
Mumbai,19.076,72.8777,52,127,10,103,22,58,2026-03-29 22:18:08.506306
Mumbai,19.076,72.8777,107,62,40,173,9,31,2026-03-29 21:18:08.506309
Mumbai,19.076,72.8777,24,31,39,291,10,24,2026-03-29 20:18:08.506313
Mumbai,19.076,72.8777,49,122,46,116,21,14,2026-03-29 19:18:08.506316
Mumbai,19.076,72.8777,93,57,9,207,22,19,2026-03-29 18:18:08.506320
Mumbai,19.076,72.8777,102,46,20,398,13,32,2026-03-29 17:18:08.506323
Mumbai,19.076,72.8777,28,81,21,162,2,18,2026-03-29 16:18:08.506327
Mumbai,19.076,72.8777,70,73,23,297,18,70,2026-03-29 15:18:08.506330
Mumbai,19.076,72.8777,34,82,39,288,7,52,2026-03-29 14:18:08.506334
Mumbai,19.076,72.8777,23,138,41,244,20,10,2026-03-29 13:18:08.506338
Mumbai,19.076,72.8777,61,107,21,255,23,77,2026-03-29 12:18:08.506344
Mumbai,19.076,72.8777,53,145,39,374,13,16,2026-03-29 11:18:08.506350
Mumbai,19.076,72.8777,103,134,21,364,27,70,2026-03-29 10:18:08.506356
Mumbai,19.076,72.8777,25,141,17,362,4,76,2026-03-29 09:18:08.506361
Mumbai,19.076,72.8777,74,40,15,247,14,52,2026-03-29 08:18:08.506365
Mumbai,19.076,72.8777,82,135,8,273,29,54,2026-03-29 07:18:08.506368
Mumbai,19.076,72.8777,32,143,14,340,3,76,2026-03-29 06:18:08.506371
Mumbai,19.076,72.8777,45,147,41,121,7,75,2026-03-29 05:18:08.506376
Mumbai,19.076,72.8777,107,127,21,264,11,57,2026-03-29 04:18:08.506380
Mumbai,19.076,72.8777,48,123,38,107,18,74,2026-03-29 03:18:08.506385
Mumbai,19.076,72.8777,25,119,43,273,20,13,2026-03-29 02:18:08.506388
Mumbai,19.076,72.8777,111,82,16,335,6,50,2026-03-29 01:18:08.506392
Mumbai,19.076,72.8777,101,62,31,275,30,28,2026-03-29 00:18:08.506395
Mumbai,19.076,72.8777,83,109,7,271,16,32,2026-03-28 23:18:08.506399
Mumbai,19.076,72.8777,108,87,28,379,22,39,2026-03-28 22:18:08.506403
Mumbai,19.076,72.8777,105,71,24,149,25,12,2026-03-28 21:18:08.506406
Mumbai,19.076,72.8777,64,91,15,348,16,46,2026-03-28 20:18:08.506410
Mumbai,19.076,72.8777,36,143,15,170,26,21,2026-03-28 19:18:08.506413
Mumbai,19.076,72.8777,65,58,18,255,25,17,2026-03-28 18:18:08.506417
Mumbai,19.076,72.8777,38,40,10,256,23,69,2026-03-28 17:18:08.506420
Mumbai,19.076,72.8777,23,83,26,216,19,56,2026-03-28 16:18:08.506423
Mumbai,19.076,72.8777,115,87,41,330,8,31,2026-03-28 15:18:08.506427
Mumbai,19.076,72.8777,62,103,16,244,30,52,2026-03-28 14:18:08.506431
Mumbai,19.076,72.8777,61,115,10,263,3,58,2026-03-28 13:18:08.506434
Mumbai,19.076,72.8777,31,145,8,257,22,30,2026-03-28 12:18:08.506439
Mumbai,19.076,72.8777,31,135,12,118,13,20,2026-03-28 11:18:08.506445
Mumbai,19.076,72.8777,28,112,39,301,13,53,2026-03-28 10:18:08.506451
Mumbai,19.076,72.8777,57,134,32,393,6,37,2026-03-28 09:18:08.506458
Mumbai,19.076,72.8777,70,47,35,192,19,78,2026-03-28 08:18:08.506463
Mumbai,19.076,72.8777,32,141,27,202,5,58,2026-03-28 07:18:08.506466
Mumbai,19.076,72.8777,88,35,32,168,19,60,2026-03-28 06:18:08.506470
Mumbai,19.076,72.8777,102,44,23,327,29,23,2026-03-28 05:18:08.506473
Mumbai,19.076,72.8777,96,58,29,142,25,60,2026-03-28 04:18:08.506477
Mumbai,19.076,72.8777,86,86,35,231,15,35,2026-03-28 03:18:08.506480
Mumbai,19.076,72.8777,63,30,7,222,19,36,2026-03-28 02:18:08.506484
Mumbai,19.076,72.8777,49,101,22,391,5,50,2026-03-28 01:18:08.506487
Mumbai,19.076,72.8777,110,124,36,361,6,57,2026-03-28 00:18:08.506491
Delhi,28.7041,77.1025,57,61,50,376,30,55,2026-04-06 23:18:08.506495
Delhi,28.7041,77.1025,52,104,17,356,29,37,2026-04-06 22:18:08.506499
Delhi,28.7041,77.1025,65,67,39,307,10,70,2026-04-06 21:18:08.506502
Delhi,28.7041,77.1025,118,142,22,272,10,15,2026-04-06 20:18:08.506506
Delhi,28.7041,77.1025,118,101,39,214,17,36,2026-04-06 19:18:08.506509
Delhi,28.7041,77.1025,53,40,12,311,24,70,2026-04-06 18:18:08.506512
Delhi,28.7041,77.1025,87,111,23,333,2,19,2026-04-06 17:18:08.506516
Delhi,28.7041,77.1025,64,143,32,369,29,17,2026-04-06 16:18:08.506519
Delhi,28.7041,77.1025,110,102,44,180,26,73,2026-04-06 15:18:08.506523
Delhi,28.7041,77.1025,35,116,19,388,3,25,2026-04-06 14:18:08.506527
Delhi,28.7041,77.1025,44,139,22,347,16,46,2026-04-06 13:18:08.506531
Delhi,28.7041,77.1025,30,77,16,304,18,25,2026-04-06 12:18:08.506535
Delhi,28.7041,77.1025,45,145,16,354,21,19,2026-04-06 11:18:08.506540
Delhi,28.7041,77.1025,118,115,34,110,28,14,2026-04-06 10:18:08.506545
Delhi,28.7041,77.1025,56,88,50,200,26,35,2026-04-06 09:18:08.506553
Delhi,28.7041,77.1025,101,144,10,398,4,21,2026-04-06 08:18:08.506558
Delhi,28.7041,77.1025,100,115,47,231,21,70,2026-04-06 07:18:08.506563
Delhi,28.7041,77.1025,28,40,5,247,15,10,2026-04-06 06:18:08.506566
Delhi,28.7041,77.1025,99,97,50,219,17,26,2026-04-06 05:18:08.506569
Delhi,28.7041,77.1025,105,87,24,389,19,64,2026-04-06 04:18:08.506573
Delhi,28.7041,77.1025,46,68,48,179,30,38,2026-04-06 03:18:08.506576
Delhi,28.7041,77.1025,70,36,40,214,9,40,2026-04-06 02:18:08.506580
Delhi,28.7041,77.1025,27,93,30,240,28,55,2026-04-06 01:18:08.506583
Delhi,28.7041,77.1025,95,147,25,155,14,43,2026-04-06 00:18:08.506587
Delhi,28.7041,77.1025,59,141,50,267,5,18,2026-04-05 23:18:08.506590
Delhi,28.7041,77.1025,25,125,49,147,16,36,2026-04-05 22:18:08.506594
Delhi,28.7041,77.1025,117,87,7,107,26,11,2026-04-05 21:18:08.506597
Delhi,28.7041,77.1025,86,109,37,240,3,28,2026-04-05 20:18:08.506600
Delhi,28.7041,77.1025,74,60,8,141,20,13,2026-04-05 19:18:08.506604
Delhi,28.7041,77.1025,106,60,40,338,24,31,2026-04-05 18:18:08.506608
Delhi,28.7041,77.1025,20,120,18,194,14,50,2026-04-05 17:18:08.506612
Delhi,28.7041,77.1025,41,111,35,169,24,39,2026-04-05 16:18:08.506615
Delhi,28.7041,77.1025,118,85,22,167,5,39,2026-04-05 15:18:08.506619
Delhi,28.7041,77.1025,75,86,49,267,5,27,2026-04-05 14:18:08.506622
Delhi,28.7041,77.1025,44,78,47,147,13,40,2026-04-05 13:18:08.506626
Delhi,28.7041,77.1025,95,142,33,157,21,23,2026-04-05 12:18:08.506629
Delhi,28.7041,77.1025,26,99,30,382,11,21,2026-04-05 11:18:08.506632
Delhi,28.7041,77.1025,99,129,35,147,18,40,2026-04-05 10:18:08.506636
Delhi,28.7041,77.1025,74,131,28,123,10,40,2026-04-05 09:18:08.506641
Delhi,28.7041,77.1025,105,76,36,165,3,12,2026-04-05 08:18:08.506646
Delhi,28.7041,77.1025,62,43,28,323,18,49,2026-04-05 07:18:08.506651
Delhi,28.7041,77.1025,52,101,46,331,11,77,2026-04-05 06:18:08.506657
Delhi,28.7041,77.1025,43,105,29,379,15,12,2026-04-05 05:18:08.506662
Delhi,28.7041,77.1025,103,40,32,215,29,65,2026-04-05 04:18:08.506667
Delhi,28.7041,77.1025,63,102,45,210,27,24,2026-04-05 03:18:08.506671
Delhi,28.7041,77.1025,109,47,14,314,23,43,2026-04-05 02:18:08.506676
Delhi,28.7041,77.1025,44,106,11,162,22,39,2026-04-05 01:18:08.506682
Delhi,28.7041,77.1025,112,104,16,115,2,12,2026-04-05 00:18:08.506687
Delhi,28.7041,77.1025,104,86,11,354,4,61,2026-04-04 23:18:08.506694
Delhi,28.7041,77.1025,31,69,48,375,4,61,2026-04-04 22:18:08.506700
Delhi,28.7041,77.1025,104,108,21,352,29,39,2026-04-04 21:18:08.506705
Delhi,28.7041,77.1025,40,143,50,122,11,47,2026-04-04 20:18:08.506710
Delhi,28.7041,77.1025,63,75,16,270,8,57,2026-04-04 19:18:08.506715
Delhi,28.7041,77.1025,119,67,40,210,11,19,2026-04-04 18:18:08.506720
Delhi,28.7041,77.1025,87,105,42,212,11,17,2026-04-04 17:18:08.506725
Delhi,28.7041,77.1025,103,58,24,126,30,39,2026-04-04 16:18:08.506729
Delhi,28.7041,77.1025,27,46,39,211,20,25,2026-04-04 15:18:08.506734
Delhi,28.7041,77.1025,78,94,23,240,4,61,2026-04-04 14:18:08.506739
Delhi,28.7041,77.1025,70,61,43,232,17,62,2026-04-04 13:18:08.506743
Delhi,28.7041,77.1025,99,138,17,157,7,45,2026-04-04 12:18:08.506749
Delhi,28.7041,77.1025,104,103,37,257,20,28,2026-04-04 11:18:08.506754
Delhi,28.7041,77.1025,26,34,20,111,12,67,2026-04-04 10:18:08.506759
Delhi,28.7041,77.1025,21,94,18,130,25,64,2026-04-04 09:18:08.506764
Delhi,28.7041,77.1025,23,117,24,157,2,62,2026-04-04 08:18:08.506768
Delhi,28.7041,77.1025,112,121,33,379,26,41,2026-04-04 07:18:08.506773
Delhi,28.7041,77.1025,111,103,25,116,28,29,2026-04-04 06:18:08.506777
Delhi,28.7041,77.1025,103,60,32,289,12,78,2026-04-04 05:18:08.506783
Delhi,28.7041,77.1025,96,35,35,220,11,10,2026-04-04 04:18:08.506788
Delhi,28.7041,77.1025,69,116,9,186,17,51,2026-04-04 03:18:08.506795
Delhi,28.7041,77.1025,62,59,8,247,19,69,2026-04-04 02:18:08.506800
Delhi,28.7041,77.1025,47,105,16,324,9,16,2026-04-04 01:18:08.506806
Delhi,28.7041,77.1025,58,130,46,284,2,66,2026-04-04 00:18:08.506812
Delhi,28.7041,77.1025,69,58,22,257,28,63,2026-04-03 23:18:08.506817
Delhi,28.7041,77.1025,30,38,34,388,12,65,2026-04-03 22:18:08.506822
Delhi,28.7041,77.1025,84,128,37,290,15,68,2026-04-03 21:18:08.506829
Delhi,28.7041,77.1025,78,131,47,344,2,38,2026-04-03 20:18:08.506834
Delhi,28.7041,77.1025,55,134,10,253,15,51,2026-04-03 19:18:08.506838
Delhi,28.7041,77.1025,115,105,50,179,28,36,2026-04-03 18:18:08.506844
Delhi,28.7041,77.1025,93,47,7,120,24,76,2026-04-03 17:18:08.506849
Delhi,28.7041,77.1025,31,42,5,342,29,20,2026-04-03 16:18:08.506855
Delhi,28.7041,77.1025,96,101,47,298,14,55,2026-04-03 15:18:08.506860
Delhi,28.7041,77.1025,63,53,48,205,8,57,2026-04-03 14:18:08.506990
Delhi,28.7041,77.1025,57,33,23,166,6,46,2026-04-03 13:18:08.507011
Delhi,28.7041,77.1025,39,89,39,238,11,13,2026-04-03 12:18:08.507017
Delhi,28.7041,77.1025,94,53,37,373,19,20,2026-04-03 11:18:08.507024
Delhi,28.7041,77.1025,25,36,50,288,27,13,2026-04-03 10:18:08.507028
Delhi,28.7041,77.1025,33,51,47,200,22,77,2026-04-03 09:18:08.507031
Delhi,28.7041,77.1025,95,102,35,227,2,41,2026-04-03 08:18:08.507037
Delhi,28.7041,77.1025,107,140,8,188,29,48,2026-04-03 07:18:08.507041
Delhi,28.7041,77.1025,64,83,30,110,16,48,2026-04-03 06:18:08.507044
Delhi,28.7041,77.1025,64,84,39,391,29,33,2026-04-03 05:18:08.507048
Delhi,28.7041,77.1025,55,43,42,372,11,63,2026-04-03 04:18:08.507052
Delhi,28.7041,77.1025,114,142,25,163,5,52,2026-04-03 03:18:08.507055
Delhi,28.7041,77.1025,111,32,6,267,16,14,2026-04-03 02:18:08.507061
Delhi,28.7041,77.1025,109,139,10,104,18,54,2026-04-03 01:18:08.507067
Delhi,28.7041,77.1025,109,33,42,230,17,70,2026-04-03 00:18:08.507072
Delhi,28.7041,77.1025,61,117,28,216,21,44,2026-04-02 23:18:08.507079
Delhi,28.7041,77.1025,114,97,19,348,27,34,2026-04-02 22:18:08.507085
Delhi,28.7041,77.1025,71,88,12,382,29,48,2026-04-02 21:18:08.507089
Delhi,28.7041,77.1025,110,43,12,270,13,32,2026-04-02 20:18:08.507093
Delhi,28.7041,77.1025,43,78,39,237,8,25,2026-04-02 19:18:08.507099
Delhi,28.7041,77.1025,87,52,45,335,20,53,2026-04-02 18:18:08.507102
Delhi,28.7041,77.1025,101,131,9,169,15,16,2026-04-02 17:18:08.507106
Delhi,28.7041,77.1025,27,117,31,245,29,30,2026-04-02 16:18:08.507109
Delhi,28.7041,77.1025,54,132,7,314,3,50,2026-04-02 15:18:08.507113
Delhi,28.7041,77.1025,63,88,7,241,26,69,2026-04-02 14:18:08.507116
Delhi,28.7041,77.1025,77,134,35,241,29,16,2026-04-02 13:18:08.507120
Delhi,28.7041,77.1025,116,126,21,313,17,55,2026-04-02 12:18:08.507125
Delhi,28.7041,77.1025,103,31,43,127,18,59,2026-04-02 11:18:08.507128
Delhi,28.7041,77.1025,105,150,22,115,22,23,2026-04-02 10:18:08.507132
Delhi,28.7041,77.1025,50,66,48,350,30,18,2026-04-02 09:18:08.507289
Delhi,28.7041,77.1025,20,145,49,225,30,66,2026-04-02 08:18:08.507293
Delhi,28.7041,77.1025,30,129,33,380,15,40,2026-04-02 07:18:08.507297
Delhi,28.7041,77.1025,45,92,46,385,10,58,2026-04-02 06:18:08.507302
Delhi,28.7041,77.1025,94,35,37,315,18,68,2026-04-02 05:18:08.507306
Delhi,28.7041,77.1025,32,140,21,199,10,56,2026-04-02 04:18:08.507309
Delhi,28.7041,77.1025,83,65,41,344,10,35,2026-04-02 03:18:08.507313
Delhi,28.7041,77.1025,110,87,50,245,21,30,2026-04-02 02:18:08.507317
Delhi,28.7041,77.1025,76,96,28,160,14,48,2026-04-02 01:18:08.507320
Delhi,28.7041,77.1025,57,149,50,307,27,31,2026-04-02 00:18:08.507324
Delhi,28.7041,77.1025,101,75,29,123,19,57,2026-04-01 23:18:08.507327
Delhi,28.7041,77.1025,89,59,28,300,19,47,2026-04-01 22:18:08.507330
Delhi,28.7041,77.1025,23,63,9,164,27,43,2026-04-01 21:18:08.507334
Delhi,28.7041,77.1025,107,71,10,111,5,77,2026-04-01 20:18:08.507338
Delhi,28.7041,77.1025,33,82,21,298,3,23,2026-04-01 19:18:08.507341
Delhi,28.7041,77.1025,37,95,20,118,17,42,2026-04-01 18:18:08.507345
Delhi,28.7041,77.1025,87,67,25,371,29,24,2026-04-01 17:18:08.507352
Delhi,28.7041,77.1025,105,75,35,152,6,72,2026-04-01 16:18:08.507357
Delhi,28.7041,77.1025,111,103,42,231,28,35,2026-04-01 15:18:08.507363
Delhi,28.7041,77.1025,117,100,43,205,7,41,2026-04-01 14:18:08.507370
Delhi,28.7041,77.1025,72,73,50,257,4,37,2026-04-01 13:18:08.507373
Delhi,28.7041,77.1025,40,147,18,166,5,58,2026-04-01 12:18:08.507377
Delhi,28.7041,77.1025,54,88,9,288,6,23,2026-04-01 11:18:08.507381
Delhi,28.7041,77.1025,90,65,42,118,3,15,2026-04-01 10:18:08.507384
Delhi,28.7041,77.1025,49,64,19,272,20,79,2026-04-01 09:18:08.507388
Delhi,28.7041,77.1025,25,51,24,114,17,52,2026-04-01 08:18:08.507391
Delhi,28.7041,77.1025,69,66,42,211,10,25,2026-04-01 07:18:08.507395
Delhi,28.7041,77.1025,116,94,41,282,8,69,2026-04-01 06:18:08.507401
Delhi,28.7041,77.1025,95,42,26,387,17,60,2026-04-01 05:18:08.507405
Delhi,28.7041,77.1025,113,84,12,107,19,60,2026-04-01 04:18:08.507410
Delhi,28.7041,77.1025,57,84,19,120,28,25,2026-04-01 03:18:08.507415
Delhi,28.7041,77.1025,102,65,30,344,19,14,2026-04-01 02:18:08.507422
Delhi,28.7041,77.1025,115,54,43,280,24,45,2026-04-01 01:18:08.507473
Delhi,28.7041,77.1025,46,118,48,191,25,39,2026-04-01 00:18:08.507479
Delhi,28.7041,77.1025,83,55,30,264,5,40,2026-03-31 23:18:08.507484
